emmi_cd,active,emmi_nm,emmi_nm_mxd,emmi_flnm,overlay_flnm,emmi_brnd_cd,last_trckd_sctn,shell,available,tpc_id,emmi_tp_cd,emmi_src_cd,last_chng_dt,create_dt
24046,true,"SKIN PSEUDOCYST - AFTERCARE INSTRUCTIONS","SKIN PSEUDOCYST - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:17.887","2015-03-10 14:26:17.887"
24047,true,"RHINOPLASTY, AMBULATORY CARE - GENERAL INFORMATION","RHINOPLASTY, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.017","2015-03-10 14:26:18.017"
24048,true,"SKIN PSEUDOCYST - GENERAL INFORMATION","SKIN PSEUDOCYST - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.123","2015-03-10 14:26:18.123"
24049,true,"PENILE PROSTHESIS IMPLANTATION - GENERAL INFORMATION","PENILE PROSTHESIS IMPLANTATION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.217","2015-03-10 14:26:18.217"
24050,true,"SUPERIOR VENA CAVA SYNDROME - DISCHARGE CARE","SUPERIOR VENA CAVA SYNDROME - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.283","2015-03-10 14:26:18.283"
24051,true,"TONSILLITIS IN CHILDREN, AMBULATORY CARE - GENERAL INFORMATION","TONSILLITIS IN CHILDREN, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.373","2015-03-10 14:26:18.373"
24052,true,"PROSTATE CANCER, AMBULATORY CARE - GENERAL INFORMATION","PROSTATE CANCER, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.443","2015-03-10 14:26:18.443"
24053,true,"SUPERIOR VENA CAVA SYNDROME - GENERAL INFORMATION","SUPERIOR VENA CAVA SYNDROME - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.527","2015-03-10 14:26:18.527"
24054,true,"BLUNT CHEST TRAUMA - DISCHARGE CARE","BLUNT CHEST TRAUMA - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.607","2015-03-10 14:26:18.607"
24055,true,"BLUNT CHEST TRAUMA - GENERAL INFORMATION","BLUNT CHEST TRAUMA - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.667","2015-03-10 14:26:18.667"
24056,true,"HOW TO GIVE MOUTH CARE - AFTERCARE INSTRUCTIONS","HOW TO GIVE MOUTH CARE - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.737","2015-03-10 14:26:18.737"
24057,true,"BLUNT CHEST TRAUMA - AFTERCARE INSTRUCTIONS","BLUNT CHEST TRAUMA - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.800","2015-03-10 14:26:18.800"
24058,true,"HOW TO GIVE MOUTH CARE - DISCHARGE CARE","HOW TO GIVE MOUTH CARE - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.853","2015-03-10 14:26:18.853"
24059,true,"SAFE USE OF ACETAMINOPHEN - GENERAL INFORMATION","SAFE USE OF ACETAMINOPHEN - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:18.940","2015-03-10 14:26:18.940"
24060,true,"SAFE USE OF ACETAMINOPHEN - AFTERCARE INSTRUCTIONS","SAFE USE OF ACETAMINOPHEN - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.020","2015-03-10 14:26:19.020"
24061,true,"SAFE USE OF ACETAMINOPHEN - DISCHARGE CARE","SAFE USE OF ACETAMINOPHEN - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.080","2015-03-10 14:26:19.080"
24062,true,"DILANTIN TOXICITY, AMBULATORY CARE - GENERAL INFORMATION","DILANTIN TOXICITY, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.137","2015-03-10 14:26:19.137"
24063,true,"VERTEBROPLASTY - GENERAL INFORMATION","VERTEBROPLASTY - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.287","2015-03-10 14:26:19.287"
24064,true,"LUMBAR SPINAL FUSION - DISCHARGE CARE","LUMBAR SPINAL FUSION - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.367","2015-03-10 14:26:19.367"
24065,true,"PHARYNGITIS, AMBULATORY CARE - GENERAL INFORMATION","PHARYNGITIS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.427","2015-03-10 14:26:19.427"
24066,true,"LUMBAR SPINAL FUSION - GENERAL INFORMATION","LUMBAR SPINAL FUSION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.483","2015-03-10 14:26:19.483"
24067,true,"COLOSTOMY IRRIGATION, AMBULATORY CARE - GENERAL INFORMATION","COLOSTOMY IRRIGATION, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.633","2015-03-10 14:26:19.633"
24068,true,"ENDOMETRIAL ABLATION - GENERAL INFORMATION","ENDOMETRIAL ABLATION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.773","2015-03-10 14:26:19.773"
24069,true,"CHEMO-INDUCED NAUSEA AND VOMITING, AMBULATORY CARE - GENERAL INFORMATION","CHEMO-INDUCED NAUSEA AND VOMITING, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.833","2015-03-10 14:26:19.833"
24070,true,"PTOSIS - GENERAL INFORMATION","PTOSIS - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.877","2015-03-10 14:26:19.877"
24071,true,"PTOSIS - AFTERCARE INSTRUCTIONS","PTOSIS - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:19.960","2015-03-10 14:26:19.960"
24072,true,"CARDIAC COMPUTED TOMOGRAPHY SCAN - GENERAL INFORMATION","CARDIAC COMPUTED TOMOGRAPHY SCAN - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.113","2015-03-10 14:26:20.113"
24073,true,"POST-STREPTOCOCCAL GLOMERULONEPHRITIS, AMBULATORY CARE - GENERAL INFORMATION","POST-STREPTOCOCCAL GLOMERULONEPHRITIS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.170","2015-03-10 14:26:20.170"
24074,true,"CARDIAC COMPUTED TOMOGRAPHY SCAN - DISCHARGE CARE","CARDIAC COMPUTED TOMOGRAPHY SCAN - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.213","2015-03-10 14:26:20.213"
24075,true,"CARDIAC COMPUTED TOMOGRAPHY SCAN - AFTERCARE INSTRUCTIONS","CARDIAC COMPUTED TOMOGRAPHY SCAN - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.270","2015-03-10 14:26:20.270"
24076,true,"NASAL POLYPS - AFTERCARE INSTRUCTIONS","NASAL POLYPS - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.400","2015-03-10 14:26:20.400"
24077,true,"NASAL POLYPS - GENERAL INFORMATION","NASAL POLYPS - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.513","2015-03-10 14:26:20.513"
24078,true,"OSTEOARTHRITIS, AMBULATORY CARE - GENERAL INFORMATION","OSTEOARTHRITIS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:20.750","2015-03-10 14:26:20.750"
24079,true,"HIP FRACTURE - GENERAL INFORMATION","HIP FRACTURE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.033","2015-03-10 14:26:21.033"
24080,true,"SAFE USE OF NSAIDS, AMBULATORY CARE - GENERAL INFORMATION","SAFE USE OF NSAIDS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.097","2015-03-10 14:26:21.097"
24081,true,"HIP FRACTURE - AFTERCARE INSTRUCTIONS","HIP FRACTURE - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.173","2015-03-10 14:26:21.173"
24082,true,"DYSURIA, AMBULATORY CARE - GENERAL INFORMATION","DYSURIA, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.243","2015-03-10 14:26:21.243"
24083,true,"MECONIUM ASPIRATION SYNDROME - INPATIENT","MECONIUM ASPIRATION SYNDROME - INPATIENT",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.370","2015-03-10 14:26:21.370"
24084,true,"MECONIUM ASPIRATION SYNDROME - GENERAL INFORMATION","MECONIUM ASPIRATION SYNDROME - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.440","2015-03-10 14:26:21.440"
24085,true,"ANXIETY, AMBULATORY CARE - GENERAL INFORMATION","ANXIETY, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.490","2015-03-10 14:26:21.490"
24086,true,"MECONIUM ASPIRATION SYNDROME - DISCHARGE CARE","MECONIUM ASPIRATION SYNDROME - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.540","2015-03-10 14:26:21.540"
24087,true,"BORDERLINE PERSONALITY DISORDER - INPATIENT","BORDERLINE PERSONALITY DISORDER - INPATIENT",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.780","2015-03-10 14:26:21.780"
24088,true,"BORDERLINE PERSONALITY DISORDER - GENERAL INFORMATION","BORDERLINE PERSONALITY DISORDER - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.840","2015-03-10 14:26:21.840"
24089,true,"BORDERLINE PERSONALITY DISORDER - DISCHARGE CARE","BORDERLINE PERSONALITY DISORDER - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:21.903","2015-03-10 14:26:21.903"
24090,true,"FECAL IMPACTION - GENERAL INFORMATION","FECAL IMPACTION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.017","2015-03-10 14:26:22.017"
24091,true,"URINARY LEG BAG - GENERAL INFORMATION","URINARY LEG BAG - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.070","2015-03-10 14:26:22.070"
24092,true,"MEDICATION SAFETY FOR CHILDREN - DISCHARGE CARE","MEDICATION SAFETY FOR CHILDREN - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.140","2015-03-10 14:26:22.140"
24093,true,"FECAL IMPACTION - AFTERCARE INSTRUCTIONS","FECAL IMPACTION - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.233","2015-03-10 14:26:22.233"
24094,true,"PORTAL HYPERTENSION - INPATIENT","PORTAL HYPERTENSION - INPATIENT",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.323","2015-03-10 14:26:22.323"
24095,true,"PORTAL HYPERTENSION - GENERAL INFORMATION","PORTAL HYPERTENSION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.393","2015-03-10 14:26:22.393"
24096,true,"CHRONIC URINARY RETENTION IN WOMEN - AFTERCARE INSTRUCTIONS","CHRONIC URINARY RETENTION IN WOMEN - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.500","2015-03-10 14:26:22.500"
24097,true,"PORTAL HYPERTENSION - DISCHARGE CARE","PORTAL HYPERTENSION - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.623","2015-03-10 14:26:22.623"
24098,true,"PORTAL HYPERTENSION - AFTERCARE INSTRUCTIONS","PORTAL HYPERTENSION - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.690","2015-03-10 14:26:22.690"
24099,true,"VIRAL EXANTHEM - GENERAL INFORMATION","VIRAL EXANTHEM - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.787","2015-03-10 14:26:22.787"
24100,true,"VIRAL EXANTHEM - AFTERCARE INSTRUCTIONS","VIRAL EXANTHEM - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.847","2015-03-10 14:26:22.847"
24101,true,"CONDUCT DISORDER - AFTERCARE INSTRUCTIONS","CONDUCT DISORDER - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:22.903","2015-03-10 14:26:22.903"
24102,true,"CELLULITIS, AMBULATORY CARE - GENERAL INFORMATION","CELLULITIS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:23.003","2015-03-10 14:26:23.003"
24103,true,"SAFE USE OF ANTICOAGULANTS, AMBULATORY CARE - GENERAL INFORMATION","SAFE USE OF ANTICOAGULANTS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:23.090","2015-03-10 14:26:23.090"
24104,true,"ELECTROMYOGRAPHY - INPATIENT","ELECTROMYOGRAPHY - INPATIENT",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:23.253","2015-03-10 14:26:23.253"
24105,true,"ELBOW FRACTURE IN ADULTS, AMBULATORY CARE - GENERAL INFORMATION","ELBOW FRACTURE IN ADULTS, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:23.417","2015-03-10 14:26:23.417"
24106,true,"ELECTROMYOGRAPHY - PRECARE","ELECTROMYOGRAPHY - PRECARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:23.583","2015-03-10 14:26:23.583"
24107,true,"CHEST WALL PAIN, AMBULATORY CARE - GENERAL INFORMATION","CHEST WALL PAIN, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:23.830","2015-03-10 14:26:23.830"
24108,true,"KNEE EXERCISES - GENERAL INFORMATION","KNEE EXERCISES - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:24.087","2015-03-10 14:26:24.087"
24109,true,"EPIDERMAL INCLUSION CYSTS - AFTERCARE INSTRUCTIONS","EPIDERMAL INCLUSION CYSTS - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:24.283","2015-03-10 14:26:24.283"
24110,true,"EPIDERMAL INCLUSION CYSTS - GENERAL INFORMATION","EPIDERMAL INCLUSION CYSTS - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:24.463","2015-03-10 14:26:24.463"
24111,true,"UPPER RESPIRATORY INFECTION IN CHILDREN, AMBULATORY CARE - GENERAL INFORMATION","UPPER RESPIRATORY INFECTION IN CHILDREN, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:24.650","2015-03-10 14:26:24.650"
24112,true,"NECK EXERCISES - GENERAL INFORMATION","NECK EXERCISES - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:24.827","2015-03-10 14:26:24.827"
24113,true,"NEW-ONSET SEIZURE IN CHILDREN - AFTERCARE INSTRUCTIONS","NEW-ONSET SEIZURE IN CHILDREN - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.000","2015-03-10 14:26:25.000"
24114,true,"SCAPHOID FRACTURE - DISCHARGE CARE","SCAPHOID FRACTURE - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.137","2015-03-10 14:26:25.137"
24115,true,"SCAPHOID FRACTURE - AFTERCARE INSTRUCTIONS","SCAPHOID FRACTURE - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.247","2015-03-10 14:26:25.247"
24116,true,"SCAPHOID FRACTURE - GENERAL INFORMATION","SCAPHOID FRACTURE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.330","2015-03-10 14:26:25.330"
24117,true,"NASOGASTRIC TUBE - DISCHARGE CARE","NASOGASTRIC TUBE - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.413","2015-03-10 14:26:25.413"
24118,true,"NASOGASTRIC TUBE - GENERAL INFORMATION","NASOGASTRIC TUBE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.500","2015-03-10 14:26:25.500"
24119,true,"MUSCLE SPASM - AFTERCARE INSTRUCTIONS","MUSCLE SPASM - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.590","2015-03-10 14:26:25.590"
24120,true,"AGAINST MEDICAL ADVICE - AFTERCARE INSTRUCTIONS","AGAINST MEDICAL ADVICE - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.673","2015-03-10 14:26:25.673"
24121,true,"AGAINST MEDICAL ADVICE - DISCHARGE CARE","AGAINST MEDICAL ADVICE - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.777","2015-03-10 14:26:25.777"
24122,true,"PANCREATIC PSEUDOCYST - DISCHARGE CARE","PANCREATIC PSEUDOCYST - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.890","2015-03-10 14:26:25.890"
24123,true,"PANCREATIC PSEUDOCYST - GENERAL INFORMATION","PANCREATIC PSEUDOCYST - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:25.953","2015-03-10 14:26:25.953"
24124,true,"PANCREATIC PSEUDOCYST - INPATIENT","PANCREATIC PSEUDOCYST - INPATIENT",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.017","2015-03-10 14:26:26.017"
24125,true,"MAGNETIC RESONANCE IMAGING - AFTERCARE INSTRUCTIONS","MAGNETIC RESONANCE IMAGING - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.083","2015-03-10 14:26:26.083"
24126,true,"MAGNETIC RESONANCE IMAGING - DISCHARGE CARE","MAGNETIC RESONANCE IMAGING - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.150","2015-03-10 14:26:26.150"
24127,true,"MAGNETIC RESONANCE IMAGING - GENERAL INFORMATION","MAGNETIC RESONANCE IMAGING - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.237","2015-03-10 14:26:26.237"
24128,true,"PIRIFORMIS SYNDROME - AFTERCARE INSTRUCTIONS","PIRIFORMIS SYNDROME - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.357","2015-03-10 14:26:26.357"
24129,true,"PIRIFORMIS SYNDROME - GENERAL INFORMATION","PIRIFORMIS SYNDROME - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.437","2015-03-10 14:26:26.437"
24130,true,"PIRIFORMIS SYNDROME - DISCHARGE CARE","PIRIFORMIS SYNDROME - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.507","2015-03-10 14:26:26.507"
24131,true,"MEGACOLON - DISCHARGE CARE","MEGACOLON - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.583","2015-03-10 14:26:26.583"
24132,true,"MEGACOLON - GENERAL INFORMATION","MEGACOLON - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.690","2015-03-10 14:26:26.690"
24133,true,"PATELLAR TENDINITIS - GENERAL INFORMATION","PATELLAR TENDINITIS - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.753","2015-03-10 14:26:26.753"
24134,true,"PATELLAR TENDINITIS - AFTERCARE INSTRUCTIONS","PATELLAR TENDINITIS - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.813","2015-03-10 14:26:26.813"
24135,true,"VIRAL SYNDROME IN CHILDREN - DISCHARGE CARE","VIRAL SYNDROME IN CHILDREN - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.867","2015-03-10 14:26:26.867"
24136,true,"VIRAL SYNDROME IN CHILDREN - GENERAL INFORMATION","VIRAL SYNDROME IN CHILDREN - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:26.937","2015-03-10 14:26:26.937"
24137,true,"VIRAL SYNDROME IN CHILDREN - AFTERCARE INSTRUCTIONS","VIRAL SYNDROME IN CHILDREN - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.007","2015-03-10 14:26:27.007"
24138,true,"FAILURE TO THRIVE IN AN OLDER ADULT - DISCHARGE CARE","FAILURE TO THRIVE IN AN OLDER ADULT - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.120","2015-03-10 14:26:27.120"
24139,true,"FAILURE TO THRIVE IN AN OLDER ADULT - AFTERCARE INSTRUCTIONS","FAILURE TO THRIVE IN AN OLDER ADULT - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.183","2015-03-10 14:26:27.183"
24140,true,"HIP ARTHROSCOPY - DISCHARGE CARE","HIP ARTHROSCOPY - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.240","2015-03-10 14:26:27.240"
24141,true,"FAILURE TO THRIVE IN AN OLDER ADULT - GENERAL INFORMATION","FAILURE TO THRIVE IN AN OLDER ADULT - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.290","2015-03-10 14:26:27.290"
24142,true,"OTITIS MEDIA, AMBULATORY CARE - GENERAL INFORMATION","OTITIS MEDIA, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.343","2015-03-10 14:26:27.343"
24143,true,"HIP DISLOCATION - AFTERCARE INSTRUCTIONS","HIP DISLOCATION - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.410","2015-03-10 14:26:27.410"
24144,true,"HIP ARTHROSCOPY - GENERAL INFORMATION","HIP ARTHROSCOPY - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.487","2015-03-10 14:26:27.487"
24145,true,"VITRECTOMY - GENERAL INFORMATION","VITRECTOMY - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.533","2015-03-10 14:26:27.533"
24146,true,"HIP DISLOCATION - GENERAL INFORMATION","HIP DISLOCATION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.583","2015-03-10 14:26:27.583"
24147,true,"PITYRIASIS ROSEA - AFTERCARE INSTRUCTIONS","PITYRIASIS ROSEA - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.680","2015-03-10 14:26:27.680"
24148,true,"PITYRIASIS ROSEA - GENERAL INFORMATION","PITYRIASIS ROSEA - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.750","2015-03-10 14:26:27.750"
24149,true,"ESOPHAGEAL RADIOFREQUENCY ABLATION - DISCHARGE CARE","ESOPHAGEAL RADIOFREQUENCY ABLATION - DISCHARGE CARE",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.797","2015-03-10 14:26:27.797"
24150,true,"HEMORRHAGIC STROKE, AMBULATORY CARE - GENERAL INFORMATION","HEMORRHAGIC STROKE, AMBULATORY CARE - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.847","2015-03-10 14:26:27.847"
24151,true,"TENDINITIS - GENERAL INFORMATION","TENDINITIS - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:27.933","2015-03-10 14:26:27.933"
24152,true,"TENDINITIS - AFTERCARE INSTRUCTIONS","TENDINITIS - AFTERCARE INSTRUCTIONS",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:28.010","2015-03-10 14:26:28.010"
24153,true,"ESOPHAGEAL RADIOFREQUENCY ABLATION - GENERAL INFORMATION","ESOPHAGEAL RADIOFREQUENCY ABLATION - GENERAL INFORMATION",NULL,NULL,1,NULL,NULL,true,NULL,4,8,"2015-03-10 14:26:28.083","2015-03-10 14:26:28.083"
